date,location,population,median_age,gdp_per_capita,human_development_index,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,life_expectancy,reproduction_rate,new_cases,total_cases,total_tests,positive_rate,stringency_index,hospital_beds_per_thousand,new_deaths
6/4/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.19,16.0,1086.0,34240.0,0.027000000000000003,81.48,1.3,0.0
6/4/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.13,4284.0,183198.0,187064.0,0.262,89.81,1.6,137.0
6/4/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.91,4.0,832.0,45777.0,0.004,61.11,2.8,0.0
6/5/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,840.0,21037.0,188590.0,0.17300000000000001,88.89,5.0,24.0
6/5/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.26,483.0,12728.0,35250.0,0.48200000000000004,84.26,1.1,12.0
6/5/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.17,4207.0,146361.0,668556.0,0.34,78.24,2.11,92.0
6/5/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.18,1.0,1087.0,35258.0,0.025,81.48,1.3,0.0
6/5/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.12,4202.0,187400.0,191293.0,0.264,89.81,1.6,131.0
6/5/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.9,2.0,834.0,46512.0,0.004,61.11,2.8,0.0
6/6/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,983.0,22020.0,193730.0,0.17600000000000002,88.89,5.0,16.0
6/6/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.25,630.0,13358.0,36530.0,0.45399999999999996,84.26,1.1,27.0
6/6/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.17,13990.0,160351.0,687510.0,0.33799999999999997,78.24,2.11,93.0
6/6/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.18,3.0,1090.0,36373.0,0.017,81.48,1.3,0.0
6/6/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.11,4358.0,191758.0,194595.0,0.263,89.81,1.6,139.0
6/6/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.91,11.0,845.0,47433.0,0.005,61.11,2.8,0.0
6/7/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,774.0,22794.0,196390.0,0.183,88.89,5.0,16.0
6/7/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.24,285.0,13643.0,37276.0,0.44,84.26,1.1,11.0
6/7/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.14,6405.0,166756.0,708773.0,0.335,78.24,2.11,96.0
6/7/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.2,45.0,1135.0,37532.0,0.02,81.48,1.3,0.0
6/7/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.11,4757.0,196515.0,196222.0,0.271,89.81,1.6,164.0
6/7/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.9,0.0,845.0,48029.0,0.005,61.11,2.8,0.0
6/8/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,826.0,23620.0,201234.0,0.187,88.89,5.0,29.0
6/8/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.24,306.0,13949.0,38092.0,0.425,84.26,1.1,10.0
6/8/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.11,4696.0,171452.0,728815.0,0.331,78.24,2.11,627.0
6/8/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.19,10.0,1145.0,38942.0,0.019,81.48,1.3,0.0
6/8/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.1,3181.0,199696.0,200991.0,0.27,89.81,1.6,106.0
6/8/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.89,0.0,845.0,48432.0,0.005,61.11,2.8,0.0
6/9/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,1141.0,24761.0,207012.0,0.188,88.89,5.0,24.0
6/9/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.25,695.0,14644.0,39610.0,0.434,84.26,1.1,12.0
6/9/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.09,3913.0,175365.0,746592.0,0.325,78.24,2.11,19.0
6/9/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.2,42.0,1187.0,40032.0,0.022000000000000002,81.48,1.3,0.0
6/9/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.1,4040.0,203736.0,205491.0,0.271,89.81,1.6,167.0
6/9/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.89,1.0,846.0,48896.0,0.005,61.11,2.8,0.0
6/10/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.32,1226.0,25987.0,213366.0,0.191,88.89,5.0,18.0
6/10/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.25,637.0,15281.0,41035.0,0.426,84.26,1.1,25.0
6/10/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.08,5697.0,181062.0,761067.0,0.325,78.24,2.11,192.0
6/10/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.18,15.0,1202.0,41702.0,0.015,83.33,1.3,0.0
6/10/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.09,5087.0,208823.0,209575.0,0.27399999999999997,89.81,1.6,165.0
6/10/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.89,1.0,847.0,49653.0,0.004,61.11,2.8,0.0
6/11/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.32,1386.0,27373.0,220022.0,0.195,88.89,5.0,30.0
6/11/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.25,884.0,16165.0,42741.0,0.446,84.26,1.1,21.0
6/11/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.06,5636.0,186698.0,781043.0,0.317,78.24,2.11,173.0
6/11/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.18,28.0,1230.0,43292.0,0.016,83.33,1.3,0.0
6/11/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.09,5965.0,214788.0,214559.0,0.281,89.81,1.6,185.0
6/11/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.89,0.0,847.0,50473.0,0.003,61.11,2.8,0.0
6/12/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.32,1391.0,28764.0,227420.0,0.19899999999999998,88.89,5.0,20.0
6/12/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.24,764.0,16929.0,44515.0,0.45299999999999996,84.26,1.1,26.0
6/12/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.05,6754.0,193452.0,799776.0,0.313,78.24,2.11,222.0
6/12/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.26,1646.0,46858.0,465850.0,0.156,87.04,1.71,57.0
6/12/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.17,24.0,1254.0,45132.0,0.017,83.33,1.3,0.0
6/12/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.08,0.0,214788.0,219281.0,0.281,89.81,1.6,0.0
6/12/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.9,0.0,847.0,51313.0,0.003,61.11,2.8,0.0
6/13/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,1531.0,30295.0,233926.0,0.20600000000000002,88.89,5.0,30.0
6/13/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.24,913.0,17842.0,46069.0,0.47,84.26,1.1,26.0
6/13/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.04,8182.0,201634.0,819999.0,0.307,78.24,2.11,231.0
6/13/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.27,1888.0,48746.0,477373.0,0.159,87.04,1.71,47.0
6/13/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.16,7.0,1261.0,46608.0,0.017,83.33,1.3,0.0
6/13/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.08,5961.0,220749.0,222873.0,0.281,89.81,1.6,220.0
6/13/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.91,0.0,847.0,52078.0,0.0,61.11,2.8,0.0
6/14/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,1282.0,31577.0,238352.0,0.209,88.89,5.0,18.0
6/14/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.23,617.0,18459.0,47372.0,0.47700000000000004,84.26,1.1,26.0
6/14/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.02,6938.0,208572.0,840150.0,0.304,78.24,2.11,222.0
6/14/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.27,2193.0,50939.0,492735.0,0.165,87.04,1.71,75.0
6/14/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.16,28.0,1289.0,48081.0,0.015,83.33,1.3,0.0
6/14/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.08,8987.0,229736.0,224015.0,0.28300000000000003,89.81,1.6,380.0
6/14/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.93,1.0,848.0,52862.0,0.001,61.11,2.8,0.0
6/15/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,1208.0,32785.0,243106.0,0.21899999999999997,88.89,5.0,21.0
6/15/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.23,614.0,19073.0,48756.0,0.48100000000000004,84.26,1.1,21.0
6/15/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,1.0,5143.0,213715.0,858958.0,0.301,78.24,2.11,39.0
6/15/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.28,2124.0,53063.0,505235.0,0.16699999999999998,87.04,1.71,59.0
6/15/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.16,7.0,1296.0,48729.0,0.015,83.33,1.3,1.0
6/15/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.07,3256.0,232992.0,228856.0,0.289,89.81,1.6,172.0
6/15/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.95,0.0,848.0,53265.0,0.001,57.41,2.8,0.0
6/16/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,1374.0,34159.0,249537.0,0.221,88.89,5.0,24.0
6/16/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.22,810.0,19883.0,50114.0,0.499,84.26,1.1,27.0
6/16/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.98,5013.0,218728.0,873533.0,0.302,78.24,2.11,21.0
6/16/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.28,1868.0,54931.0,517615.0,0.175,87.04,1.71,75.0
6/16/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.17,7.0,1303.0,49978.0,0.012,83.33,1.3,1.0
6/16/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.06,4164.0,237156.0,233583.0,0.29600000000000004,89.81,1.6,196.0
6/16/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,0.97,1.0,849.0,53725.0,0.001,57.41,2.8,1.0
6/17/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,1393.0,35552.0,257236.0,0.218,88.89,5.0,35.0
6/17/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.22,802.0,20685.0,51336.0,0.524,84.26,1.1,20.0
6/17/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.96,1900.0,220628.0,886169.0,0.299,78.24,2.11,232.0
6/17/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.29,2115.0,57046.0,532782.0,0.19,87.04,1.71,63.0
6/17/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.18,5.0,1308.0,51178.0,0.011000000000000001,83.33,1.3,0.0
6/17/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.06,3752.0,240908.0,239500.0,0.295,89.81,1.6,201.0
6/17/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.0,0.0,849.0,54486.0,0.0,57.41,2.8,0.0
6/18/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,1958.0,37510.0,265546.0,0.223,88.89,5.0,35.0
6/18/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.22,814.0,21499.0,52756.0,0.532,84.26,1.1,18.0
6/18/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.95,4475.0,225103.0,903166.0,0.29600000000000004,78.24,2.11,226.0
6/18/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.29,3171.0,60217.0,548143.0,0.19399999999999998,87.04,1.71,86.0
6/18/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.21,22.0,1330.0,52649.0,0.011000000000000001,83.33,1.3,0.0
6/18/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.06,3480.0,244388.0,244204.0,0.295,89.81,1.6,204.0
6/18/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.03,1.0,850.0,55896.0,0.001,57.41,2.8,0.0
6/19/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.31,2060.0,39570.0,273907.0,0.23199999999999998,88.89,5.0,31.0
6/19/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.22,977.0,22476.0,55114.0,0.523,84.26,1.1,18.0
6/19/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.95,6290.0,231393.0,923513.0,0.292,78.24,2.11,252.0
6/19/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.29,3059.0,63276.0,565808.0,0.19899999999999998,87.04,1.71,95.0
6/19/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.24,6.0,1336.0,54278.0,0.009000000000000001,83.33,1.3,0.0
6/19/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3537.0,247925.0,249255.0,0.302,89.81,1.6,199.0
6/19/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.06,3.0,853.0,56234.0,0.001,57.41,2.8,0.0
6/20/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.3,1634.0,41204.0,282117.0,0.226,88.89,5.0,13.0
6/20/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.21,1036.0,23512.0,56964.0,0.521,84.26,1.1,25.0
6/20/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.94,5355.0,236748.0,943593.0,0.289,78.24,2.11,202.0
6/20/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.28,2357.0,65633.0,583220.0,0.205,87.04,1.71,81.0
6/20/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.28,26.0,1362.0,55827.0,0.011000000000000001,83.33,1.3,0.0
6/20/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3413.0,251338.0,253294.0,0.302,89.81,1.6,201.0
6/20/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.08,6.0,859.0,56877.0,0.002,57.41,2.8,1.0
6/21/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.3,1581.0,42785.0,287740.0,0.22699999999999998,88.89,5.0,19.0
6/21/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.21,876.0,24388.0,58789.0,0.519,84.26,1.1,33.0
6/21/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.93,5607.0,242355.0,963708.0,0.281,78.24,2.11,184.0
6/21/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.28,3019.0,68652.0,601625.0,0.214,87.04,1.71,111.0
6/21/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.31,17.0,1379.0,56992.0,0.01,83.33,1.3,0.0
6/21/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3598.0,254936.0,255140.0,0.301,89.81,1.6,184.0
6/21/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.09,17.0,876.0,57289.0,0.006,57.41,2.8,0.0
6/22/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.3,2146.0,44931.0,295326.0,0.233,88.89,5.0,32.0
6/22/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.2,1105.0,25493.0,61455.0,0.506,84.26,1.1,47.0
6/22/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.92,4608.0,246963.0,982353.0,0.278,78.24,2.11,23.0
6/22/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.28,2531.0,71183.0,617596.0,0.217,87.04,1.71,73.0
6/22/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.36,13.0,1392.0,57895.0,0.01,83.33,1.3,0.0
6/22/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,2511.0,257447.0,259814.0,0.301,89.81,1.6,178.0
6/22/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.09,6.0,882.0,57687.0,0.008,57.41,2.8,0.0
6/23/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.3,2272.0,47203.0,304533.0,0.237,88.89,5.0,35.0
6/23/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.19,896.0,26389.0,63211.0,0.49700000000000005,84.26,1.1,26.0
6/23/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.91,3804.0,250767.0,995060.0,0.273,78.24,2.11,3.0
6/23/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.27,2389.0,73572.0,631467.0,0.222,87.04,1.71,94.0
6/23/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.42,30.0,1422.0,59454.0,0.013000000000000001,83.33,1.3,0.0
6/23/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3363.0,260810.0,265633.0,0.29100000000000004,89.81,1.6,181.0
6/23/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.1,3.0,885.0,58845.0,0.006999999999999999,57.41,2.8,0.0
6/24/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.29,2648.0,49851.0,313512.0,0.254,88.89,5.0,38.0
6/24/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.19,1098.0,27487.0,64946.0,0.5,84.26,1.1,30.0
6/24/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.9,3649.0,254416.0,1007635.0,0.267,78.24,2.11,226.0
6/24/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.27,3541.0,77113.0,648828.0,0.226,87.04,1.71,87.0
6/24/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.49,106.0,1528.0,60811.0,0.023,83.33,1.3,0.0
6/24/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3879.0,264689.0,270169.0,0.292,89.81,1.6,182.0
6/24/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.11,17.0,902.0,60318.0,0.009000000000000001,57.41,2.8,1.0
6/25/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.28,2606.0,52457.0,323135.0,0.26,88.89,5.0,34.0
6/25/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.18,1016.0,28503.0,66597.0,0.506,84.26,1.1,37.0
6/25/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.89,4648.0,259064.0,1025081.0,0.263,78.24,2.11,172.0
6/25/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.27,3486.0,80599.0,667211.0,0.235,87.04,1.71,163.0
6/25/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.49,41.0,1569.0,62384.0,0.025,81.48,1.3,0.0
6/25/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3913.0,268602.0,275168.0,0.298,89.81,1.6,175.0
6/25/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.1,5.0,907.0,61608.0,0.01,57.41,2.8,0.0
6/26/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.28,2886.0,55343.0,333207.0,0.266,88.89,5.0,34.0
6/26/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.17,920.0,29423.0,68630.0,0.514,84.26,1.1,21.0
6/26/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.89,4296.0,263360.0,1043330.0,0.259,78.24,2.11,165.0
6/26/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.27,3843.0,84442.0,686028.0,0.24,87.04,1.71,157.0
6/26/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.5,142.0,1711.0,63974.0,0.039,81.48,1.3,0.0
6/26/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3762.0,272364.0,280638.0,0.297,89.81,1.6,178.0
6/26/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.09,12.0,919.0,62765.0,0.01,57.41,2.8,0.0
6/27/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.26,2401.0,57744.0,341471.0,0.27899999999999997,88.89,5.0,23.0
6/27/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.17,1253.0,30676.0,70872.0,0.515,84.26,1.1,36.0
6/27/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.88,4406.0,267766.0,1061274.0,0.254,78.24,2.11,279.0
6/27/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.26,4149.0,88591.0,705150.0,0.256,87.04,1.71,128.0
6/27/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.48,231.0,1942.0,65605.0,0.059000000000000004,81.48,1.3,2.0
6/27/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3625.0,275989.0,284780.0,0.298,89.81,1.6,196.0
6/27/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.08,5.0,924.0,64183.0,0.009000000000000001,46.3,2.8,0.0
6/28/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.25,2189.0,59933.0,346860.0,0.29,88.89,5.0,25.0
6/28/2020,Bolivia,11673029.0,25.4,6885.829000000001,0.693,7.1,204.299,6.89,71.51,1.16,848.0,31524.0,72236.0,0.531,84.26,1.1,44.0
6/28/2020,Chile,19116209.0,35.4,22767.037,0.843,1.3,127.993,8.46,80.18,0.87,4216.0,271982.0,1079644.0,0.252,78.24,2.11,162.0
6/28/2020,Colombia,50882884.0,32.2,13254.948999999999,0.747,4.5,124.24,7.44,77.29,1.25,3178.0,91769.0,722711.0,0.256,87.04,1.71,239.0
6/28/2020,Paraguay,7132530.0,26.5,8827.01,0.7020000000000001,1.7,199.128,8.27,74.25,1.42,185.0,2127.0,66966.0,0.075,81.48,1.3,0.0
6/28/2020,Peru,32971846.0,29.1,12236.706,0.75,3.5,85.755,5.95,76.74,1.05,3430.0,279419.0,287057.0,0.293,89.81,1.6,182.0
6/28/2020,Uruguay,3473727.0,35.6,20551.409,0.804,0.1,160.708,6.93,77.91,1.08,5.0,929.0,64586.0,0.006999999999999999,46.3,2.8,1.0
6/29/2020,Argentina,45195777.0,31.9,18933.907,0.825,0.6,191.032,5.5,76.67,1.25,2335.0,62268.0,354626.0,0.292,88.89,5.0,48.0
